locus_tag	ftype	length_bp	gene	EC_number	COG	product
AABHNHAC_03638	CDS	168	rpmG		COG0267	50S ribosomal protein L33
AABHNHAC_03639	CDS	237	rpmB		COG0227	50S ribosomal protein L28
AABHNHAC_03640	CDS	669				hypothetical protein
AABHNHAC_03641	CDS	1221	coaBC		COG0452	Coenzyme A biosynthesis bifunctional protein CoaBC
AABHNHAC_03642	CDS	459	dut	3.6.1.23	COG0756	Deoxyuridine 5'-triphosphate nucleotidohydrolase
AABHNHAC_03643	CDS	597	slmA			Nucleoid occlusion factor SlmA
AABHNHAC_03644	CDS	642	pyrE	2.4.2.10	COG0461	Orotate phosphoribosyltransferase
AABHNHAC_03645	CDS	687	rph		COG0689	Truncated inactive ribonuclease PH
AABHNHAC_03646	CDS	864				hypothetical protein
AABHNHAC_03647	CDS	825				hypothetical protein
AABHNHAC_03648	CDS	618				hypothetical protein
AABHNHAC_03649	CDS	1683	ligB	6.5.1.2	COG0272	DNA ligase B
AABHNHAC_03650	CDS	624	gmk	2.7.4.8	COG0194	Guanylate kinase
AABHNHAC_03651	CDS	276	rpoZ	2.7.7.6	COG1758	DNA-directed RNA polymerase subunit omega
AABHNHAC_03652	CDS	2109	spoT		COG0317	Bifunctional (p)ppGpp synthase/hydrolase SpoT
AABHNHAC_03653	CDS	690	trmH_1	2.1.1.34	COG0566	tRNA (guanosine(18)-2'-O)-methyltransferase
AABHNHAC_03654	CDS	2082	recG	3.6.4.12	COG1200	ATP-dependent DNA helicase RecG
AABHNHAC_03655	CDS	1206	gltS		COG0786	Sodium/glutamate symporter
AABHNHAC_03656	CDS	1392	xanP		COG2233	Xanthine permease XanP
AABHNHAC_03657	CDS	1710				hypothetical protein
AABHNHAC_03658	CDS	2319	yicI	3.2.1.177	COG1501	Alpha-xylosidase
AABHNHAC_03659	CDS	1383	yicJ		COG2211	Inner membrane symporter YicJ
AABHNHAC_03660	tRNA	95				tRNA-SeC(tca)
AABHNHAC_03661	CDS	1185	setC			Sugar efflux transporter C
AABHNHAC_03662	CDS	924	yicL		COG0697	putative inner membrane transporter YicL
AABHNHAC_03663	CDS	819	nlpA		COG1464	Lipoprotein 28
AABHNHAC_03664	CDS	294				hypothetical protein
AABHNHAC_03665	CDS	1239	nepI		COG2814	Purine ribonucleoside efflux pump NepI
AABHNHAC_03666	CDS	453				hypothetical protein
AABHNHAC_03667	CDS	1335	adeQ		COG2252	Adenine permease AdeQ
AABHNHAC_03668	CDS	1767	ade	3.5.4.2	COG1001	Adenine deaminase
AABHNHAC_03669	CDS	1392	uhpT		COG2271	Hexose-6-phosphate:phosphate antiporter
AABHNHAC_03670	CDS	1320	uhpC		COG2271	Membrane sensor protein UhpC
AABHNHAC_03671	CDS	1503	uhpB	2.7.13.3		Signal transduction histidine-protein kinase/phosphatase UhpB
AABHNHAC_03672	CDS	591	uhpA		COG2197	Transcriptional regulatory protein UhpA
AABHNHAC_03673	CDS	291	ilvN	2.2.1.6	COG0440	Acetolactate synthase isozyme 1 small subunit
AABHNHAC_03674	CDS	1689	ilvB	2.2.1.6	COG0028	Acetolactate synthase isozyme 1 large subunit
AABHNHAC_03675	CDS	90	tisB			Small toxic protein TisB
AABHNHAC_03676	CDS	1185	emrD			Multidrug resistance protein D
AABHNHAC_03677	CDS	498				hypothetical protein
AABHNHAC_03678	CDS	363	yidG			Inner membrane protein YidG
AABHNHAC_03679	CDS	348	yidH		COG2149	Inner membrane protein YidH
AABHNHAC_03680	CDS	450	yidI			Inner membrane protein YidI
AABHNHAC_03681	CDS	1494		3.1.6.-		Ulvan-active sulfatase
AABHNHAC_03682	CDS	1716	yidK		COG4146	putative symporter YidK
AABHNHAC_03683	CDS	894	rhaR_4			HTH-type transcriptional activator RhaR
AABHNHAC_03684	CDS	177	aglB_1	3.2.1.122	COG1486	6-phospho-alpha-glucosidase
AABHNHAC_03685	CDS	639	aglB_2	3.2.1.122	COG1486	6-phospho-alpha-glucosidase
AABHNHAC_03686	CDS	486	malP_3		COG1263	PTS system maltose-specific EIICB component
AABHNHAC_03687	CDS	1107	glvC		COG1263	Phosphotransferase IIC component GlvC
AABHNHAC_03688	CDS	717	mngR_2		COG2188	Mannosyl-D-glycerate transport/metabolism system repressor MngR
AABHNHAC_03689	CDS	1662	aspT_2			Aspartate/alanine antiporter
AABHNHAC_03690	CDS	429	ibpB		COG0071	Small heat shock protein IbpB
AABHNHAC_03691	CDS	414	ibpA		COG0071	Small heat shock protein IbpA
AABHNHAC_03692	CDS	261				hypothetical protein
AABHNHAC_03693	CDS	1215				hypothetical protein
AABHNHAC_03694	CDS	1065	cbrA		COG0644	Protein CbrA
AABHNHAC_03695	CDS	1293	dgoT			D-galactonate transporter
AABHNHAC_03696	CDS	1149	dgoD	4.2.1.6	COG4948	D-galactonate dehydratase
AABHNHAC_03697	CDS	618	dgoA	4.1.2.21	COG0800	2-dehydro-3-deoxy-6-phosphogalactonate aldolase
AABHNHAC_03698	CDS	879	dgoK1	2.7.1.58	COG3734	putative 2-dehydro-3-deoxygalactonokinase DgoK1
AABHNHAC_03699	CDS	690	lutR		COG2186	HTH-type transcriptional regulator LutR
AABHNHAC_03700	CDS	657				hypothetical protein
AABHNHAC_03701	CDS	813	yidA	3.1.3.23	COG0561	Sugar phosphatase YidA
AABHNHAC_03702	CDS	399				hypothetical protein
AABHNHAC_03703	CDS	2415	gyrB	5.6.2.2	COG0187	DNA gyrase subunit B
AABHNHAC_03704	CDS	1074	recF		COG1195	DNA replication and repair protein RecF
AABHNHAC_03705	CDS	1101	dnaN		COG0592	Beta sliding clamp
AABHNHAC_03706	CDS	1404	dnaA		COG0593	Chromosomal replication initiator protein DnaA
AABHNHAC_03707	CDS	141	rpmH		COG0230	50S ribosomal protein L34
AABHNHAC_03708	CDS	327	rnpA	3.1.26.5	COG0594	Ribonuclease P protein component
AABHNHAC_03709	CDS	1647	yidC		COG0706	Membrane protein insertase YidC
AABHNHAC_03710	CDS	1365	mnmE	3.6.-.-	COG0486	tRNA modification GTPase MnmE
AABHNHAC_03711	CDS	1416	tnaA	4.1.99.1	COG3033	Tryptophanase
AABHNHAC_03712	CDS	1248	tnaB		COG0814	Low affinity tryptophan permease
AABHNHAC_03713	CDS	1176	mdtL			Multidrug resistance protein MdtL
AABHNHAC_03714	CDS	960	yidZ			HTH-type transcriptional regulator YidZ
AABHNHAC_03715	CDS	750				hypothetical protein
AABHNHAC_03716	CDS	567	chrR	1.6.5.2	COG0431	Quinone reductase
AABHNHAC_03717	CDS	1338	adeP		COG2252	Adenine permease AdeP
AABHNHAC_03718	CDS	666	yieH	3.1.3.-	COG0637	6-phosphogluconate phosphatase
AABHNHAC_03719	CDS	468	cbrB			Inner membrane protein CbrB
AABHNHAC_03720	CDS	588				hypothetical protein
AABHNHAC_03721	CDS	723	gamA	3.5.99.6	COG0363	putative glucosamine-6-phosphate deaminase 2
AABHNHAC_03722	CDS	1170	axe1-6A		COG2382	Carbohydrate acetyl esterase/feruloyl esterase
AABHNHAC_03723	CDS	1617	bglH_2		COG4580	Cryptic outer membrane porin BglH
AABHNHAC_03724	CDS	1413	bglB	3.2.1.86	COG2723	6-phospho-beta-glucosidase BglB
AABHNHAC_03725	CDS	1878	bglF_2		COG1263	PTS system beta-glucoside-specific EIIBCA component
AABHNHAC_03726	CDS	837	bglG		COG3711	Cryptic beta-glucoside bgl operon antiterminator
AABHNHAC_03727	CDS	726	phoU		COG0704	Phosphate-specific transport system accessory protein PhoU
AABHNHAC_03728	CDS	774	pstB	7.3.2.1	COG1117	Phosphate import ATP-binding protein PstB
AABHNHAC_03729	CDS	891	pstA		COG0581	Phosphate transport system permease protein PstA
AABHNHAC_03730	CDS	960	pstC		COG0573	Phosphate transport system permease protein PstC
AABHNHAC_03731	CDS	1041	pstS		COG0226	Phosphate-binding protein PstS
AABHNHAC_03732	CDS	1830	glmS	2.6.1.16	COG0449	Glutamine--fructose-6-phosphate aminotransferase [isomerizing]
AABHNHAC_03733	CDS	1371	glmU		COG1207	Bifunctional protein GlmU
AABHNHAC_03734	CDS	420	atpC		COG0355	ATP synthase epsilon chain
AABHNHAC_03735	CDS	1383	atpD	7.1.2.2	COG0055	ATP synthase subunit beta
AABHNHAC_03736	CDS	864	atpG		COG0224	ATP synthase gamma chain
AABHNHAC_03737	CDS	1542	atpA	7.1.2.2		ATP synthase subunit alpha
AABHNHAC_03738	CDS	534	atpH		COG0712	ATP synthase subunit delta
AABHNHAC_03739	CDS	471	atpF		COG0711	ATP synthase subunit b
AABHNHAC_03740	CDS	240	atpE		COG0636	ATP synthase subunit c
AABHNHAC_03741	CDS	816	atpB		COG0356	ATP synthase subunit a
AABHNHAC_03742	CDS	381	atpI		COG3312	ATP synthase protein I
AABHNHAC_03743	CDS	624	rsmG	2.1.1.170	COG0357	Ribosomal RNA small subunit methyltransferase G
AABHNHAC_03744	CDS	1890	mnmG		COG0445	tRNA uridine 5-carboxymethylaminomethyl modification enzyme MnmG
AABHNHAC_03745	CDS	444	mioC		COG0716	Protein MioC
AABHNHAC_03746	CDS	459	asnC		COG1522	Regulatory protein AsnC
AABHNHAC_03747	CDS	993	asnA	6.3.1.1	COG2502	Aspartate--ammonia ligase
AABHNHAC_03748	CDS	1452	viaA		COG2425	Protein ViaA
AABHNHAC_03749	CDS	1497	ravA	3.6.3.-	COG0714	ATPase RavA
AABHNHAC_03750	CDS	1869	kup			Low affinity potassium transport system protein kup
AABHNHAC_03751	CDS	420	rbsD	5.4.99.62	COG1869	D-ribose pyranase
AABHNHAC_03752	CDS	1506	rbsA_1	7.5.2.7	COG1129	Ribose import ATP-binding protein RbsA
AABHNHAC_03753	CDS	966	rbsC_2		COG1172	Ribose import permease protein RbsC
AABHNHAC_03754	CDS	891	rbsB		COG1879	Ribose import binding protein RbsB
AABHNHAC_03755	CDS	930	rbsK	2.7.1.15	COG0524	Ribokinase
AABHNHAC_03756	CDS	993	rbsR		COG1609	Ribose operon repressor
AABHNHAC_03757	CDS	1428	hsrA			putative transport protein HsrA
AABHNHAC_03758	CDS	693	nanR_2			HTH-type transcriptional repressor NanR
AABHNHAC_03759	rRNA	1538				16S ribosomal RNA
AABHNHAC_03760	tRNA	76				tRNA-Glu(ttc)
AABHNHAC_03761	rRNA	2901				23S ribosomal RNA
AABHNHAC_03762	rRNA	111				5S ribosomal RNA
AABHNHAC_03763	tRNA	77				tRNA-Asp(gtc)
AABHNHAC_03764	tRNA	76				tRNA-Trp(cca)
AABHNHAC_03765	CDS	840	hdfR_2			HTH-type transcriptional regulator HdfR
AABHNHAC_03766	CDS	339				hypothetical protein
AABHNHAC_03767	CDS	1521	comM		COG0606	Competence protein ComM
AABHNHAC_03768	CDS	984	ilvG_1	2.2.1.6		Acetolactate synthase isozyme 2 large subunit
AABHNHAC_03769	CDS	537	ilvG_2	2.2.1.6		Acetolactate synthase isozyme 2 large subunit
AABHNHAC_03770	CDS	264	ilvM	2.2.1.6	COG3978	Acetolactate synthase isozyme 2 small subunit
AABHNHAC_03771	CDS	930	ilvE	2.6.1.42	COG0115	Branched-chain-amino-acid aminotransferase
AABHNHAC_03772	CDS	1851	ilvD	4.2.1.9	COG0129	Dihydroxy-acid dehydratase
AABHNHAC_03773	CDS	1545	ilvA	4.3.1.19	COG1171	L-threonine dehydratase biosynthetic IlvA
AABHNHAC_03774	CDS	894	gltC_2			HTH-type transcriptional regulator GltC
AABHNHAC_03775	CDS	1476	ilvC	1.1.1.86	COG0059	Ketol-acid reductoisomerase (NADP(+))
AABHNHAC_03776	CDS	282	ppiC	5.2.1.8	COG0760	Peptidyl-prolyl cis-trans isomerase C
AABHNHAC_03777	CDS	219				hypothetical protein
AABHNHAC_03778	CDS	2022	rep	3.6.4.12	COG0210	ATP-dependent DNA helicase Rep
AABHNHAC_03779	CDS	1485	gppA	3.6.1.40	COG0248	Guanosine-5'-triphosphate,3'-diphosphate pyrophosphatase
AABHNHAC_03780	CDS	1266	rhlB	3.6.4.13	COG0513	ATP-dependent RNA helicase RhlB
AABHNHAC_03781	CDS	330	trxA		COG0526	Thioredoxin 1
AABHNHAC_03782	CDS	1260	rho	3.6.4.-	COG1158	Transcription termination factor Rho
AABHNHAC_03783	CDS	219				hypothetical protein
AABHNHAC_03784	CDS	1104	wecA	2.7.8.33	COG0472	Undecaprenyl-phosphate alpha-N-acetylglucosaminyl 1-phosphate transferase
AABHNHAC_03785	CDS	1047	wzzE		COG3765	ECA polysaccharide chain length modulation protein
AABHNHAC_03786	CDS	1131	wecB	5.1.3.14	COG0381	UDP-N-acetylglucosamine 2-epimerase
AABHNHAC_03787	CDS	1263	wecC	1.1.1.336	COG0677	UDP-N-acetyl-D-mannosamine dehydrogenase
AABHNHAC_03788	CDS	1068	rffG	4.2.1.46	COG1088	dTDP-glucose 4,6-dehydratase 2
AABHNHAC_03789	CDS	882	rffH	2.7.7.24	COG1209	Glucose-1-phosphate thymidylyltransferase 2
AABHNHAC_03790	CDS	675	wecD	2.3.1.210	COG0454	dTDP-fucosamine acetyltransferase
AABHNHAC_03791	CDS	1131	wecE	2.6.1.59	COG0399	dTDP-4-amino-4,6-dideoxygalactose transaminase
AABHNHAC_03792	CDS	1251	wzxE		COG2244	Lipid III flippase
AABHNHAC_03793	CDS	1080	wecF	2.4.1.325		TDP-N-acetylfucosamine:lipid II N-acetylfucosaminyltransferase
AABHNHAC_03794	CDS	1353	wzyE			putative ECA polymerase
AABHNHAC_03795	CDS	741	wecG	2.4.1.180	COG1922	UDP-N-acetyl-D-mannosaminuronic acid transferase
AABHNHAC_03796	CDS	1386	yifK		COG1113	putative transport protein YifK
AABHNHAC_03797	tRNA	77				tRNA-Arg(ccg)
AABHNHAC_03798	tRNA	76				tRNA-His(gtg)
AABHNHAC_03799	tRNA	87				tRNA-Leu(cag)
AABHNHAC_03800	tRNA	77				tRNA-Pro(tgg)
AABHNHAC_03801	CDS	1236	chuR_2	1.1.99.-	COG0641	Anaerobic sulfatase-maturating enzyme
AABHNHAC_03802	CDS	1656		3.1.6.-	COG3119	N-acetylgalactosamine-6-O-sulfatase
AABHNHAC_03803	CDS	1197	hemY		COG3071	Protein HemY
AABHNHAC_03804	CDS	1182	hemX		COG2959	Protein HemX
AABHNHAC_03805	CDS	741	hemD	4.2.1.75	COG1587	Uroporphyrinogen-III synthase
AABHNHAC_03806	CDS	963	hemC	2.5.1.61	COG0181	Porphobilinogen deaminase
AABHNHAC_03807	CDS	2547	cyaA	4.6.1.1	COG3072	Adenylate cyclase
AABHNHAC_03808	CDS	321	cyaY		COG1965	Iron-sulfur cluster assembly protein CyaY
AABHNHAC_03809	CDS	204				hypothetical protein
AABHNHAC_03810	CDS	825	dapF	5.1.1.7	COG0253	Diaminopimelate epimerase
AABHNHAC_03811	CDS	708				hypothetical protein
AABHNHAC_03812	CDS	897	xerC_2		COG4973	Tyrosine recombinase XerC
AABHNHAC_03813	CDS	717	yigB	3.1.3.104	COG1011	5-amino-6-(5-phospho-D-ribitylamino)uracil phosphatase YigB
AABHNHAC_03814	CDS	2163	uvrD	3.6.4.12	COG0210	DNA helicase II
AABHNHAC_03815	CDS	765				hypothetical protein
AABHNHAC_03816	CDS	951	corA		COG0598	Magnesium transport protein CorA
AABHNHAC_03817	CDS	381				hypothetical protein
AABHNHAC_03818	CDS	381	yigG			Inner membrane protein YigG
AABHNHAC_03819	CDS	891	rarD		COG2962	Protein RarD
AABHNHAC_03820	CDS	468				hypothetical protein
AABHNHAC_03821	CDS	870	pldA	3.1.1.32	COG2829	Phospholipase A1
AABHNHAC_03822	CDS	1836	recQ	3.6.4.12	COG0514	ATP-dependent DNA helicase RecQ
AABHNHAC_03823	CDS	621	rhtC_2		COG1280	Threonine efflux protein
AABHNHAC_03824	CDS	621	rhtB		COG1280	Homoserine/homoserine lactone efflux protein
AABHNHAC_03825	CDS	1023	pldB	3.1.1.5	COG2267	Lysophospholipase L2
AABHNHAC_03826	CDS	801	yigL	3.1.3.74	COG0561	Pyridoxal phosphate phosphatase YigL
AABHNHAC_03827	CDS	900	bioP		COG0697	Biotin transporter
AABHNHAC_03828	CDS	954	metR			HTH-type transcriptional regulator MetR
AABHNHAC_03829	CDS	2262	metE	2.1.1.14	COG0620	5-methyltetrahydropteroyltriglutamate--homocysteine methyltransferase
AABHNHAC_03830	CDS	816	clcD	3.1.1.45		Carboxymethylenebutenolidase
AABHNHAC_03831	CDS	762	udp	2.4.2.3	COG2820	Uridine phosphorylase
AABHNHAC_03832	CDS	1428				hypothetical protein
AABHNHAC_03833	CDS	756	ubiE	2.1.1.163	COG2226	Ubiquinone/menaquinone biosynthesis C-methyltransferase UbiE
AABHNHAC_03834	CDS	606	ubiJ_2		COG3165	Ubiquinone biosynthesis accessory factor UbiJ
AABHNHAC_03835	CDS	1641	ubiB	2.7.-.-	COG0661	putative protein kinase UbiB
AABHNHAC_03836	CDS	270	tatA		COG1826	Sec-independent protein translocase protein TatA
AABHNHAC_03837	CDS	516	tatB		COG1826	Sec-independent protein translocase protein TatB
AABHNHAC_03838	CDS	777	tatC		COG0805	Sec-independent protein translocase protein TatC
AABHNHAC_03839	CDS	783	tatD	3.1.11.-	COG0084	3'-5' ssDNA/RNA exonuclease TatD
AABHNHAC_03840	CDS	489	rfaH		COG0250	Transcription antitermination protein RfaH
AABHNHAC_03841	CDS	1494	ubiD	4.1.1.98	COG0043	3-octaprenyl-4-hydroxybenzoate carboxy-lyase
AABHNHAC_03842	CDS	702	fre	1.5.1.41	COG0543	NAD(P)H-flavin reductase
AABHNHAC_03843	CDS	1164	fadA	2.3.1.16	COG0183	3-ketoacyl-CoA thiolase FadA
AABHNHAC_03844	CDS	2190	fadB		COG1024	Fatty acid oxidation complex subunit alpha
AABHNHAC_03845	CDS	1332	pepQ	3.4.13.9	COG0006	Xaa-Pro dipeptidase
AABHNHAC_03846	CDS	615	yigZ		COG1739	IMPACT family member YigZ
AABHNHAC_03847	CDS	1452	trkH		COG0168	Trk system potassium uptake protein TrkH
AABHNHAC_03848	CDS	546	hemG	1.3.5.3	COG4635	Protoporphyrinogen IX dehydrogenase [menaquinone]
AABHNHAC_03849	rRNA	1538				16S ribosomal RNA
AABHNHAC_03850	tRNA	77				tRNA-Ile(gat)
AABHNHAC_03851	tRNA	76				tRNA-Ala(tgc)
AABHNHAC_03852	rRNA	2902				23S ribosomal RNA
AABHNHAC_03853	rRNA	111				5S ribosomal RNA
AABHNHAC_03854	CDS	528	mobB		COG1763	Molybdopterin-guanine dinucleotide biosynthesis adapter protein
AABHNHAC_03855	CDS	585	mobA	2.7.7.77	COG0746	Molybdenum cofactor guanylyltransferase
AABHNHAC_03856	CDS	270	yihD		COG3084	Protein YihD
AABHNHAC_03857	CDS	987	srkA	2.7.11.1	COG2334	Stress response kinase A
AABHNHAC_03858	CDS	627	dsbA		COG0526	Thiol:disulfide interchange protein DsbA
AABHNHAC_03859	CDS	1431	ydgA_2		COG5339	Protein YdgA
AABHNHAC_03860	CDS	933	yihG	2.3.-.-	COG0204	putative acyltransferase YihG
AABHNHAC_03861	CDS	186				hypothetical protein
AABHNHAC_03862	CDS	2787	polA	2.7.7.7	COG0258	DNA polymerase I
AABHNHAC_03863	CDS	633	engB		COG0218	putative GTP-binding protein EngB
AABHNHAC_03864	CDS	510	yihI		COG3078	Der GTPase-activating protein YihI
AABHNHAC_03865	CDS	1374	hemN	1.3.98.3	COG0635	Oxygen-independent coproporphyrinogen III oxidase
AABHNHAC_03866	CDS	111	yshB			putative protein YshB
AABHNHAC_03867	CDS	1410	glnG		COG2204	DNA-binding transcriptional regulator NtrC
AABHNHAC_03868	CDS	1050	glnL	2.7.13.3	COG3852	Sensory histidine kinase/phosphatase NtrB
AABHNHAC_03869	CDS	1410	glnA	6.3.1.2	COG0174	Glutamine synthetase
AABHNHAC_03870	CDS	1824	typA		COG1217	GTP-binding protein TypA/BipA
AABHNHAC_03871	CDS	711	phnR		COG2188	Putative transcriptional regulator of 2-aminoethylphosphonate degradation operons
AABHNHAC_03872	CDS	981				hypothetical protein
AABHNHAC_03873	CDS	1266	yihN			Inner membrane protein YihN
AABHNHAC_03874	CDS	693	ompL			Porin OmpL
AABHNHAC_03875	CDS	1404	yihP_1		COG2211	Putative 2,3-dihydroxypropane-1-sulfonate exporter
AABHNHAC_03876	CDS	1386	yihP_2		COG2211	Putative 2,3-dihydroxypropane-1-sulfonate exporter
AABHNHAC_03877	CDS	2037	yihQ	3.2.1.199	COG1501	Sulfoquinovosidase
AABHNHAC_03878	CDS	927	yihR		COG2017	putative protein YihR
AABHNHAC_03879	CDS	1242	yihS	5.3.1.31	COG2942	Sulfoquinovose isomerase
AABHNHAC_03880	CDS	879	yihT	4.1.2.57	COG3684	Sulfofructosephosphate aldolase
AABHNHAC_03881	CDS	897	yihU	1.1.1.373	COG2084	3-sulfolactaldehyde reductase
AABHNHAC_03882	CDS	897	yihV	2.7.1.184		Sulfofructose kinase
AABHNHAC_03883	CDS	786	csqR		COG1349	HTH-type transcriptional repressor CsqR
AABHNHAC_03884	CDS	600	yihX	3.1.3.10	COG1011	Alpha-D-glucose 1-phosphate phosphatase YihX
AABHNHAC_03885	CDS	873				hypothetical protein
AABHNHAC_03886	CDS	438	dtd	3.1.1.96	COG1490	D-aminoacyl-tRNA deacylase
AABHNHAC_03887	CDS	942				hypothetical protein
AABHNHAC_03888	CDS	108				hypothetical protein
AABHNHAC_03889	CDS	219				hypothetical protein
AABHNHAC_03890	CDS	243				hypothetical protein
AABHNHAC_03891	CDS	183				hypothetical protein
AABHNHAC_03892	CDS	930	fdhE		COG3058	Protein FdhE
AABHNHAC_03893	CDS	636	fdoI		COG2864	Formate dehydrogenase, cytochrome b556(fdo) subunit
AABHNHAC_03894	CDS	903	fdoH		COG0437	Formate dehydrogenase-O iron-sulfur subunit
AABHNHAC_03895	CDS	2415	fdoG_1	1.17.1.9	COG0243	Formate dehydrogenase-O major subunit
AABHNHAC_03896	CDS	588	fdoG_2	1.17.1.9	COG0243	Formate dehydrogenase-O major subunit
AABHNHAC_03897	CDS	834	fdhD		COG1526	Sulfur carrier protein FdhD
AABHNHAC_03898	CDS	1056				hypothetical protein
AABHNHAC_03899	CDS	1749				hypothetical protein
AABHNHAC_03900	CDS	1071	ysdC_1	3.4.11.-	COG1363	Putative aminopeptidase YsdC
AABHNHAC_03901	CDS	1452	manP_1		COG1299	PTS system mannose-specific EIIBCA component
AABHNHAC_03902	CDS	447	fruA_2		COG1299	PTS system fructose-specific EIIABC component
AABHNHAC_03903	CDS	315	rhaM	5.1.3.32	COG3254	L-rhamnose mutarotase
AABHNHAC_03904	CDS	825	rhaD	4.1.2.19	COG0235	Rhamnulose-1-phosphate aldolase
AABHNHAC_03905	CDS	1260	rhaA	5.3.1.14	COG4806	L-rhamnose isomerase
AABHNHAC_03906	CDS	1470	rhaB	2.7.1.5	COG1070	L-Rhamnulokinase
AABHNHAC_03907	CDS	837	rhaS_4			HTH-type transcriptional activator RhaS
AABHNHAC_03908	CDS	939	rhaR_5			HTH-type transcriptional activator RhaR
AABHNHAC_03909	CDS	1035	rhaT		COG0697	L-rhamnose-proton symporter
AABHNHAC_03910	CDS	621	sodA	1.15.1.1	COG0605	Superoxide dismutase [Mn]
AABHNHAC_03911	CDS	984	kdgT			2-keto-3-deoxygluconate permease
AABHNHAC_03912	CDS	675	yiiM		COG2258	Protein YiiM
AABHNHAC_03913	CDS	1374	cpxA	2.7.13.3		Sensor histidine kinase CpxA
AABHNHAC_03914	CDS	699	cpxR		COG0745	Transcriptional regulatory protein CpxR
AABHNHAC_03915	CDS	501	cpxP		COG3678	Periplasmic protein CpxP
AABHNHAC_03916	CDS	903	fieF		COG0053	Ferrous-iron efflux pump FieF
AABHNHAC_03917	CDS	105				hypothetical protein
AABHNHAC_03918	CDS	963	pfkA	2.7.1.11	COG0205	ATP-dependent 6-phosphofructokinase isozyme 1
AABHNHAC_03919	CDS	990	sbp		COG1613	Sulfate-binding protein
AABHNHAC_03920	CDS	756	cdh	3.6.1.26	COG2134	CDP-diacylglycerol pyrophosphatase
AABHNHAC_03921	CDS	768	tpiA	5.3.1.1	COG0149	Triosephosphate isomerase
AABHNHAC_03922	CDS	600				hypothetical protein
AABHNHAC_03923	CDS	441				hypothetical protein
AABHNHAC_03924	CDS	300				hypothetical protein
AABHNHAC_03925	CDS	429	uspD		COG0589	Universal stress protein D
AABHNHAC_03926	CDS	747	fpr	1.18.1.2	COG1018	Flavodoxin/ferredoxin--NADP reductase
AABHNHAC_03927	CDS	1011	glpX	3.1.3.11	COG1494	Fructose-1,6-bisphosphatase 1 class 2
AABHNHAC_03928	CDS	1509	glpK	2.7.1.30	COG0554	Glycerol kinase
AABHNHAC_03929	CDS	846	glpF		COG0580	Glycerol uptake facilitator protein
AABHNHAC_03930	CDS	240	zapB		COG3074	Cell division protein ZapB
AABHNHAC_03931	CDS	486	rraA		COG0684	Regulator of ribonuclease activity A
AABHNHAC_03932	CDS	927	menA	2.5.1.74	COG1575	1,4-dihydroxy-2-naphthoate octaprenyltransferase
AABHNHAC_03933	CDS	1332	hslU		COG1220	ATP-dependent protease ATPase subunit HslU
AABHNHAC_03934	CDS	531	hslV	3.4.25.2	COG5405	ATP-dependent protease subunit HslV
AABHNHAC_03935	CDS	855	ftsN		COG3087	Cell division protein FtsN
AABHNHAC_03936	CDS	1026	cytR		COG1609	HTH-type transcriptional repressor CytR
AABHNHAC_03937	CDS	2199	priA	3.6.4.-	COG1198	Primosomal protein N'
AABHNHAC_03938	CDS	213	rpmE		COG0254	50S ribosomal protein L31
AABHNHAC_03939	CDS	609				hypothetical protein
AABHNHAC_03940	CDS	318	metJ		COG3060	Met repressor
AABHNHAC_03941	CDS	1161	metB	2.5.1.48	COG0626	Cystathionine gamma-synthase
AABHNHAC_03942	CDS	2433	metL		COG0460	Bifunctional aspartokinase/homoserine dehydrogenase 2
AABHNHAC_03943	CDS	891	metF	1.5.1.20	COG0685	5,10-methylenetetrahydrofolate reductase
AABHNHAC_03944	CDS	2181	katG	1.11.1.21	COG0376	Catalase-peroxidase
AABHNHAC_03945	CDS	906	yijE			putative cystine transporter YijE
AABHNHAC_03946	CDS	618				hypothetical protein
AABHNHAC_03947	CDS	1104	gldA	1.1.1.6	COG0371	Glycerol dehydrogenase
AABHNHAC_03948	CDS	663	fsaB	4.1.2.-	COG0176	Fructose-6-phosphate aldolase 2
AABHNHAC_03949	CDS	2502	fryA_2		COG1080	Multiphosphoryl transfer protein 1
AABHNHAC_03950	CDS	1080	manP_2		COG1299	PTS system mannose-specific EIIBCA component
AABHNHAC_03951	CDS	321	fryB_2	2.7.1.202	COG1445	PTS system fructose-like EIIB component 1
AABHNHAC_03952	CDS	2298	cutC_2	4.3.99.4	COG1882	Choline trimethylamine-lyase
AABHNHAC_03953	CDS	879	bssD	1.97.1.-		Benzylsuccinate synthase activating enzyme
AABHNHAC_03954	CDS	342	frwD	2.7.1.202	COG1445	PTS system fructose-like EIIB component 3
